param L:= 10; #Number of shipping centres
param P:= 180; #Number of packages to be shipped
param V:= 120; #Number of vehicle types
param K:= 18; #number of pairs of incompatible packages
param I: 1    2:=
	1  41  93
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[102,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[103,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[104,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[105,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[106,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[107,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[108,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[109,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[110,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[111,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[112,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[113,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[114,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[115,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[116,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[117,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[118,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[119,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0



[120,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	1810	930	830	1110	700	1650	2040	860	1420
	2	1810	0	1690	1050	1010	1150	810	360	1010	1140
	3	930	1690	0	1200	670	740	1950	2020	780	1900
	4	830	1050	1200	0	830	460	840	1230	500	700
	5	1110	1010	670	830	0	470	1390	1350	340	1450
	6	700	1150	740	460	470	0	1220	1430	170	1160
	7	1650	810	1950	840	1390	1220	0	700	1170	410
	8	2040	360	2020	1230	1350	1430	700	0	1310	1100
	9	860	1010	780	500	340	170	1170	1310	0	1160
	10	1420	1140	1900	700	1450	1160	410	1100	1160	0;

param M:=1000000; #arbitrarily chosen a very big value
